"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 28 14:55:21 MSK 2022","Thu Jul 28 14:55:26 MSK 2022","4531","","test_strategies","TestStrategySearch","","","Проверить корректность поиска стратегии по её неполному названию",""
